Sites (BDGP5.78),Priori Knowledge,UMAP-1,UMAP-2,K-Means,GMM,Agglomerative (complete),Agglomerative (ward),BIRCH,Spectral Clustering,Louvain,Leiden,OPTICS,DBSCAN,HDBSCAN,HDBSCAN (soft clustering)
3L@2514184@-,Type I,6.733164,8.447145,0,0,0,1,1,0,0,0,0,0,1,1
3L@251593@-,Type I,9.783041,7.4523454,1,1,1,0,0,0,0,0,0,0,1,1
3L@252118@-,Type I,7.628989,6.250444,1,0,1,0,0,0,0,0,0,0,1,1
3L@2524889@-,Type I,9.292364,8.510724,1,1,1,0,0,0,0,0,0,0,1,1
3L@253676@-,Type I,8.33303,5.6721797,1,0,1,0,0,0,0,0,0,0,1,1
3L@254558@-,Type I,6.493855,10.106998,0,0,0,1,1,0,0,0,0,0,-1,1
3L@2557650@-,Type I,8.325094,8.233284,1,1,1,0,0,0,0,0,0,0,1,1
3L@2567371@-,Type I,6.6812167,8.803398,0,0,0,1,1,0,0,0,0,0,1,1
3L@2588215@+,Type I,9.098004,9.031659,1,1,1,0,0,0,0,0,0,0,1,1
3L@2588765@+,Type I,8.634798,8.133619,1,1,1,0,0,0,0,0,0,0,1,1
3L@2594391@+,Type I,7.7224026,8.433686,0,1,0,1,0,0,0,0,0,0,1,1
3L@2594601@+,Type I,6.3561697,8.932065,0,0,0,1,1,0,0,0,0,0,1,1
3L@2596112@+,Type II,4.4183235,8.58304,0,0,0,1,1,1,1,1,1,1,0,0
3L@259812@-,Type I,9.099371,6.6693215,1,0,1,0,0,0,0,0,0,0,1,1
3L@260951@-,Type I,8.19756,7.645839,1,1,1,0,0,0,0,0,0,0,1,1
3L@2633688@+,Type I,10.256335,7.1851926,1,1,1,0,0,0,0,0,0,0,1,1
3L@2638444@+,Type I,7.5924497,7.5136786,1,0,1,0,0,0,0,0,0,0,1,1
3L@2639072@+,Type I,6.9145207,5.7735605,1,0,1,0,0,0,0,0,0,0,1,1
3L@2639820@+,Type I,8.349991,9.47463,1,1,0,1,0,0,0,0,0,0,1,1
3L@2720520@-,Type I,10.070916,7.0579863,1,1,1,0,0,0,0,0,0,0,1,1
3L@2720819@-,Type I,7.3933105,9.009838,0,1,0,1,1,0,0,0,0,0,1,1
3L@2728661@-,Type I,10.24152,7.0491595,1,1,1,0,0,0,0,0,0,0,1,1
3L@2728981@-,Type II,4.29262,8.671716,0,0,0,1,1,1,1,1,1,1,0,0
3L@276465@+,Type I,9.825157,9.404223,1,1,1,0,0,0,0,0,0,0,1,1
3L@2769704@-,Type I,6.1630955,7.5473614,0,0,0,1,1,0,0,0,0,0,1,1
3L@2770430@-,Type I,6.8389645,6.0400043,1,0,1,0,0,0,0,0,0,0,1,1
3L@2771422@-,Type I,7.436134,5.645566,1,0,1,0,0,0,0,0,0,0,1,1
3L@2778856@+,Type I,10.407191,7.0328264,1,1,1,0,0,0,0,0,0,0,1,1
3L@2779330@+,Type I,9.38455,7.005529,1,1,1,0,0,0,0,0,0,0,1,1
3L@2779846@+,Type I,8.113576,9.599159,0,1,0,1,0,0,0,0,0,0,1,1
3L@2779984@+,Type I,8.994218,7.1336737,1,1,1,0,0,0,0,0,0,0,1,1
3L@2780013@+,Type I,10.337033,7.1682725,1,1,1,0,0,0,0,0,0,0,1,1
3L@2781387@+,Type I,7.2540216,5.8708124,1,0,1,0,0,0,0,0,0,0,1,1
3L@2781987@+,Type I,8.95007,6.501397,1,0,1,0,0,0,0,0,0,0,1,1
3L@2981781@+,Type I,9.996562,7.3180757,1,1,1,0,0,0,0,0,0,0,1,1
3L@2981906@+,Type I,5.624979,7.358385,0,0,0,1,1,0,0,0,-1,-1,-1,1
3L@2981907@+,Type I,9.604057,9.3319645,1,1,1,0,0,0,0,0,0,0,1,1
3L@301553@+,Type I,7.073455,8.284109,0,0,0,1,1,0,0,0,0,0,1,1
3L@3046692@-,Type I,10.433094,6.748921,1,0,1,0,0,0,0,0,0,0,1,1
3L@3047334@+,Type I,8.705995,9.180953,1,1,0,0,0,0,0,0,0,0,1,1
3L@3047531@+,Type I,8.0851555,7.3604064,1,0,1,0,0,0,0,0,0,0,1,1
3L@3047583@+,Type I,6.4202576,8.309828,0,0,0,1,1,0,0,0,0,0,1,1
3L@3048851@+,Type II,4.2091036,9.007754,0,0,0,1,1,1,1,1,1,1,0,0
3L@3049059@+,Type I,6.7201324,6.2086954,0,0,1,0,0,0,0,0,0,0,1,1
3L@3073427@+,Type I,6.114917,7.6881623,0,0,0,1,1,0,0,0,0,0,1,1
3L@308123@-,Type I,7.448974,6.941137,1,0,1,0,0,0,0,0,0,0,1,1
3L@3086164@+,Type I,9.9200945,7.4070177,1,1,1,0,0,0,0,0,0,0,1,1
3L@309020@-,Type I,6.808393,6.961166,0,0,1,0,0,0,0,0,0,0,1,1
3L@309683@-,Type I,7.9613004,9.826144,0,1,0,1,1,0,0,0,0,0,1,1
3L@309992@-,Type II,4.189371,8.352177,0,0,0,1,1,1,1,1,1,1,0,0
3L@3117199@-,Type I,10.508584,7.2470083,1,1,1,0,0,0,0,0,0,0,1,1
3L@3118468@-,Type I,6.476795,9.505465,0,0,0,1,1,0,0,0,0,0,1,1
3L@3120998@-,Type I,6.655317,6.1048493,0,0,1,0,0,0,0,0,0,0,1,1
3L@3129258@-,Type I,8.232974,8.462624,1,1,0,0,0,0,0,0,0,0,1,1
3L@3129619@-,Type I,6.9937797,6.2939587,1,0,1,0,0,0,0,0,0,0,1,1
3L@3130954@-,Type I,8.163491,6.7154484,1,0,1,0,0,0,0,0,0,0,1,1
3L@3132388@-,Type I,7.5763855,6.6063495,1,0,1,0,0,0,0,0,0,0,1,1
3L@3144242@+,Type I,8.321318,6.1455193,1,0,1,0,0,0,0,0,0,0,1,1
3L@3144523@+,Type I,5.5120325,8.0473,0,0,0,1,1,0,0,0,-1,-1,-1,0
3L@3144963@+,Type I,8.563466,7.7797246,1,1,1,0,0,0,0,0,0,0,1,1
3L@3146236@-,Type I,8.751291,8.228472,1,1,1,0,0,0,0,0,0,0,1,1
3L@3146247@-,Type I,6.800711,8.489592,0,0,0,1,1,0,0,0,0,0,1,1
3L@3146932@-,Type I,8.753846,9.010981,1,1,1,0,0,0,0,0,0,0,1,1
3L@3150313@+,Type I,10.5132675,7.777307,1,1,1,0,0,0,0,0,0,0,1,1
3L@3151298@+,Type I,8.8878,6.0882306,1,0,1,0,0,0,0,0,0,0,1,1
3L@3156067@+,Type I,8.33322,6.687249,1,0,1,0,0,0,0,0,0,0,1,1
3L@3156133@+,Type I,8.454049,8.476221,1,1,1,0,0,0,0,0,0,0,1,1
3L@3156134@+,Type I,6.5672803,9.260504,0,0,0,1,1,0,0,0,0,0,1,1
3L@3156400@+,Type II,3.7593172,8.559671,0,0,0,1,1,1,1,1,1,1,0,0
3L@3156786@+,Type I,10.062775,8.003888,1,1,1,0,0,0,0,0,0,0,1,1
3L@3156966@+,Type I,5.458685,8.211268,0,0,0,1,1,0,0,0,-1,-1,-1,0
3L@3156993@+,Type I,9.784123,6.841236,1,1,1,0,0,0,0,0,0,0,1,1
3L@3159300@-,Type I,8.342998,8.15429,1,1,1,0,0,0,0,0,0,0,1,1
3L@3162806@+,Type I,8.863378,6.862203,1,0,1,0,0,0,0,0,0,0,1,1
3L@3165045@-,Type I,6.9761815,9.190928,0,0,0,1,1,0,0,0,0,0,1,1
3L@3169849@+,Type I,9.608407,8.363679,1,1,1,0,0,0,0,0,0,0,1,1
3L@3180602@+,Type I,9.262042,7.9255505,1,1,1,0,0,0,0,0,0,0,1,1
3L@3180871@+,Type I,10.439148,7.0831075,1,1,1,0,0,0,0,0,0,0,1,1
3L@3183940@+,Type I,6.903495,9.070342,0,0,0,1,1,0,0,0,0,0,1,1
3L@3195626@+,Type I,10.12043,7.5082073,1,1,1,0,0,0,0,0,0,0,1,1
3L@3195915@+,Type I,6.35565,9.498574,0,0,0,1,1,0,0,0,0,0,1,1
3L@3214147@-,Type I,10.213716,7.1412935,1,1,1,0,0,0,0,0,0,0,1,1
3L@3214224@-,Type II,3.7122695,8.567014,0,0,0,1,1,1,1,1,1,1,0,0
3L@3215149@-,Type I,9.671116,8.314179,1,1,1,0,0,0,0,0,0,0,1,1
3L@3215157@-,Type I,9.954591,9.335435,1,1,1,0,0,0,0,0,0,0,1,1
3L@3215627@-,Type I,10.682306,8.208591,1,1,1,0,0,0,0,0,0,0,1,1
3L@3216152@-,Type I,9.138853,8.671047,1,1,1,0,0,0,0,0,0,0,1,1
3L@322231@-,Type I,6.1518445,9.457857,0,0,0,1,1,0,0,0,0,0,1,1
3L@3226160@+,Type I,9.038679,8.886838,1,1,1,0,0,0,0,0,0,0,1,1
3L@3228165@+,Type I,9.302556,6.636502,1,0,1,0,0,0,0,0,0,0,1,1
3L@324433@-,Type I,7.0968857,7.919915,0,0,0,0,1,0,0,0,0,0,1,1
3L@326993@-,Type I,9.4637575,8.18071,1,1,1,0,0,0,0,0,0,0,1,1
3L@3310607@+,Type I,10.542525,6.968708,1,0,1,0,0,0,0,0,0,0,1,1
3L@3312302@+,Type I,6.117395,9.53746,0,0,0,1,1,0,0,0,0,0,1,1
3L@3312647@+,Type II,3.966164,9.005331,0,0,0,1,1,1,1,1,1,1,0,0
3L@3319703@+,Type I,8.726945,7.960171,1,1,1,0,0,0,0,0,0,0,1,1
3L@3320576@+,Type I,9.163589,7.852516,1,1,1,0,0,0,0,0,0,0,1,1
3L@3320966@+,Type I,9.969219,8.395619,1,1,1,0,0,0,0,0,0,0,1,1
3L@3323415@-,Type I,3.6883032,8.312259,0,0,0,1,1,1,1,1,1,1,0,0
3L@3324325@-,Type I,8.401373,6.024336,1,0,1,0,0,0,0,0,0,0,1,1
3L@3356014@+,Type I,8.456725,9.521196,1,1,0,1,0,0,0,0,0,0,1,1
3L@3356762@+,Type I,6.7453275,6.3598614,0,0,1,0,0,0,0,0,0,0,1,1
3L@3358617@+,Type I,10.807414,8.095841,1,1,1,0,0,0,0,0,0,0,1,1
3L@3362782@+,Type I,6.912659,9.564403,0,0,0,1,1,0,0,0,0,0,1,1
3L@3363928@+,Type I,7.9998026,8.330048,1,1,0,0,0,0,0,0,0,0,1,1
3L@3364581@+,Type I,10.461532,7.8047004,1,1,1,0,0,0,0,0,0,0,1,1
3L@3375671@+,Type I,8.718145,7.041765,1,1,1,0,0,0,0,0,0,0,1,1
3L@3429057@-,Type I,10.487387,7.164186,1,1,1,0,0,0,0,0,0,0,1,1
3L@3457582@-,Type I,9.4445915,9.045707,1,1,1,0,0,0,0,0,0,0,1,1
3L@3457983@-,Type I,7.199248,9.313226,0,1,0,1,1,0,0,0,0,0,1,1
3L@3458148@-,Type I,9.302037,7.205012,1,1,1,0,0,0,0,0,0,0,1,1
3L@3460309@-,Type I,8.395619,8.162752,1,1,1,0,0,0,0,0,0,0,1,1
3L@3464970@+,Type I,9.378112,8.035918,1,1,1,0,0,0,0,0,0,0,1,1
3L@3468739@-,Type I,9.037019,6.4248424,1,0,1,0,0,0,0,0,0,0,1,1
3L@3469044@-,Type I,3.8907318,8.83605,0,0,0,1,1,1,1,1,1,1,0,0
3L@3516706@+,Type I,8.0984535,8.845927,1,1,0,1,0,0,0,0,0,0,1,1
3L@359726@-,Type I,7.1730614,6.731665,1,0,1,0,0,0,0,0,0,0,1,1
3L@3598560@+,Type I,9.522097,8.908153,1,1,1,0,0,0,0,0,0,0,1,1
3L@361102@-,Type I,9.260057,9.246409,1,1,1,0,0,0,0,0,0,0,1,1
3L@3722208@-,Type I,10.284979,6.730237,1,0,1,0,0,0,0,0,0,0,1,1
3L@3723006@-,Type I,7.428663,6.080468,1,0,1,0,0,0,0,0,0,0,1,1
3L@3804654@-,Type I,6.787286,9.020872,0,0,0,1,1,0,0,0,0,0,1,1
3L@3808345@+,Type I,10.598569,8.237321,1,1,1,0,0,0,0,0,0,0,1,1
3L@3812616@+,Type I,9.460311,8.624095,1,1,1,0,0,0,0,0,0,0,1,1
3L@3832682@+,Type II,4.469807,8.82748,0,0,0,1,1,1,1,1,1,1,0,0
3L@3833541@+,Type I,7.815934,9.162156,0,1,0,1,0,0,0,0,0,0,1,1
3L@3836719@+,Type II,3.9980817,8.5580845,0,0,0,1,1,1,1,1,1,1,0,0
3L@3838046@+,Type I,7.169964,7.4182415,0,0,1,0,0,0,0,0,0,0,1,1
3L@3838380@+,Type I,10.614774,7.898931,1,1,1,0,0,0,0,0,0,0,1,1
3L@3838633@+,Type I,9.315895,8.02723,1,1,1,0,0,0,0,0,0,0,1,1
3L@3897498@-,Type I,9.426635,8.093907,1,1,1,0,0,0,0,0,0,0,1,1
3L@3899663@-,Type I,9.9594345,9.327091,1,1,1,0,0,0,0,0,0,0,1,1
3L@3899891@-,Type I,9.952049,9.347951,1,1,1,0,0,0,0,0,0,0,1,1
3L@3900347@-,Type I,9.944524,9.334605,1,1,1,0,0,0,0,0,0,0,1,1
3L@3901715@-,Type I,9.946014,9.326144,1,1,1,0,0,0,0,0,0,0,1,1
3L@3904592@+,Type I,8.140744,6.237583,1,0,1,0,0,0,0,0,0,0,1,1
3L@3906361@+,Type II,3.8495376,8.200723,0,0,0,1,1,1,1,1,1,1,0,0
3L@3907567@+,Type II,4.1040173,8.399987,0,0,0,1,1,1,1,1,1,1,0,0
3L@4022190@+,Type I,7.169858,8.22581,0,0,0,1,1,0,0,0,0,0,1,1
3L@4066631@-,Type I,6.9462347,9.891615,0,1,0,1,1,0,0,0,0,0,1,1
3L@4069947@+,Type II,4.5197034,8.979577,0,0,0,1,1,1,1,1,1,1,0,0
3L@4103761@+,Type I,9.797045,9.169236,1,1,1,0,0,0,0,0,0,0,1,1
3L@4103777@+,Type I,6.7867923,9.322068,0,0,0,1,1,0,0,0,0,0,1,1
3L@4105030@+,Type I,8.743057,8.807844,1,1,1,0,0,0,0,0,0,0,1,1
3L@4105255@+,Type I,10.727881,7.4355254,1,1,1,0,0,0,0,0,0,0,1,1
3L@4106282@+,Type I,6.7696757,9.6971655,0,0,0,1,1,0,0,0,0,0,1,1
3L@4108531@+,Type I,7.3019714,5.958061,1,0,1,0,0,0,0,0,0,0,1,1
3L@4108916@+,Type I,8.305482,8.656356,1,1,0,0,0,0,0,0,0,0,1,1
3L@4111022@+,Type I,9.603364,7.5430384,1,1,1,0,0,0,0,0,0,0,1,1
3L@4111637@+,Type I,10.271069,7.151709,1,1,1,0,0,0,0,0,0,0,1,1
3L@4113066@+,Type I,7.713086,9.47939,0,1,0,1,1,0,0,0,0,0,1,1
3L@4113390@+,Type I,6.852799,6.1594234,1,0,1,0,0,0,0,0,0,0,1,1
3L@4131983@-,Type I,10.73116,7.6726136,1,1,1,0,0,0,0,0,0,0,1,1
3L@4138235@-,Type I,4.765367,8.631492,0,0,0,1,1,1,1,1,1,1,0,0
3L@4138589@-,Type I,7.3994427,9.824305,0,1,0,1,1,0,0,0,0,0,1,1
3L@4186574@-,Type I,7.646808,7.3499584,1,0,1,0,0,0,0,0,0,0,1,1
3L@4195342@+,Type I,9.286607,7.997775,1,1,1,0,0,0,0,0,0,0,1,1
3L@4196580@+,Type I,9.34672,6.6869855,1,0,1,0,0,0,0,0,0,0,1,1
3L@4197983@+,Type I,7.633035,6.800053,1,0,1,0,0,0,0,0,0,0,1,1
3L@4218870@+,Type I,8.1519575,8.378514,1,1,0,0,0,0,0,0,0,0,1,1
3L@4222285@+,Type I,10.132368,8.119932,1,1,1,0,0,0,0,0,0,0,1,1
3L@4241906@+,Type II,3.8013415,8.328761,0,0,0,1,1,1,1,1,1,1,0,0
3L@4243363@+,Type I,6.9487543,7.164591,0,0,1,0,0,0,0,0,0,0,1,1
3L@4244014@+,Type I,8.067166,7.584376,1,0,1,0,0,0,0,0,0,0,1,1
3L@4244153@+,Type I,6.1420727,9.1408415,0,0,0,1,1,0,0,0,0,0,1,1
3L@4246979@-,Type I,7.655731,6.5060034,1,0,1,0,0,0,0,0,0,0,1,1
3L@4248026@-,Type I,6.786959,7.4018025,0,0,1,0,1,0,0,0,0,0,1,1
3L@4248519@-,Type I,8.004648,8.184013,1,1,0,0,0,0,0,0,0,0,1,1
3L@4249137@-,Type I,6.8863316,9.352655,0,0,0,1,1,0,0,0,0,0,1,1
3L@4249949@-,Type II,4.260068,8.459251,0,0,0,1,1,1,1,1,1,1,0,0
3L@4249978@-,Type I,10.141223,7.558564,1,1,1,0,0,0,0,0,0,0,1,1
3L@4255109@+,Type I,9.754302,6.9284167,1,1,1,0,0,0,0,0,0,0,1,1
3L@4256421@-,Type I,6.219325,7.4868784,0,0,0,1,1,0,0,0,0,0,1,1
3L@4257886@-,Type I,9.652725,7.5526447,1,1,1,0,0,0,0,0,0,0,1,1
3L@4258272@-,Type I,9.486953,7.1662965,1,1,1,0,0,0,0,0,0,0,1,1
3L@4261432@+,Type I,9.318583,6.4326982,1,0,1,0,0,0,0,0,0,0,1,1
3L@4284441@+,Type I,5.99818,9.24266,0,0,0,1,1,0,0,0,0,0,1,1
3L@4285865@+,Type I,8.404604,6.9530144,1,0,1,0,0,0,0,0,0,0,1,1
3L@4290059@+,Type I,7.2016606,8.696079,0,0,0,1,1,0,0,0,0,0,1,1
3L@4290469@+,Type I,10.290446,8.424294,1,1,1,0,0,0,0,0,0,0,1,1
3L@4291983@-,Type I,9.978645,7.33033,1,1,1,0,0,0,0,0,0,0,1,1
3L@4315224@+,Type I,7.903792,8.667935,1,1,0,1,0,0,0,0,0,0,1,1
3L@4316218@+,Type I,6.9983406,9.419047,0,1,0,1,1,0,0,0,0,0,1,1
3L@4317679@+,Type II,5.846114,9.022209,0,0,0,1,1,0,0,0,0,0,1,1
3L@4320303@+,Type I,8.123941,9.676139,0,1,0,1,0,0,0,0,0,0,1,1
3L@4320454@+,Type I,10.594265,8.511971,1,1,1,0,0,0,0,0,0,0,1,1
3L@4320830@+,Type I,8.070621,8.101747,1,1,0,0,0,0,0,0,0,0,1,1
3L@4327147@-,Type I,9.531887,6.409829,1,0,1,0,0,0,0,0,0,0,1,1
3L@436529@-,Type I,7.399368,8.774868,0,1,0,1,0,0,0,0,0,0,1,1
3L@4367198@-,Type I,7.7887425,9.905058,0,1,0,1,1,0,0,0,0,0,1,1
3L@443488@-,Type I,7.2924833,9.800971,0,1,0,1,1,0,0,0,0,0,1,1
3L@443791@-,Type I,7.301533,9.1839,0,1,0,1,1,0,0,0,0,0,1,1
3L@444306@-,Type I,10.718942,7.8197455,1,1,1,0,0,0,0,0,0,0,1,1
3L@451610@-,Type II,4.060574,8.895557,0,0,0,1,1,1,1,1,1,1,0,0
3L@453389@-,Type I,6.908145,9.548499,0,0,0,1,1,0,0,0,0,0,1,1
3L@4540647@-,Type I,5.3728714,9.019038,0,0,0,1,1,0,0,0,-1,-1,1,0
3L@454260@-,Type I,6.8707666,8.157073,0,0,0,1,1,0,0,0,0,0,1,1
3L@4551599@+,Type I,6.1067696,8.522497,0,0,0,1,1,0,0,0,0,0,1,1
3L@4594817@-,Type I,8.387887,7.9239006,1,1,1,0,0,0,0,0,0,0,1,1
3L@4594980@-,Type I,8.48372,7.5051665,1,1,1,0,0,0,0,0,0,0,1,1
3L@4627769@+,Type I,10.442808,6.597688,1,0,1,0,0,0,0,0,0,0,1,1
3L@4628300@+,Type I,9.079118,8.015403,1,1,1,0,0,0,0,0,0,0,1,1
3L@4808307@-,Type I,9.120009,7.811957,1,1,1,0,0,0,0,0,0,0,1,1
3L@4810698@-,Type I,6.7555213,8.434946,0,0,0,1,1,0,0,0,0,0,1,1
3L@4816613@-,Type I,9.285003,7.2202454,1,1,1,0,0,0,0,0,0,0,1,1
3L@4817010@-,Type I,7.653519,8.346533,0,1,0,1,0,0,0,0,0,0,1,1
3L@4820937@-,Type I,5.8947477,8.43528,0,0,0,1,1,0,0,0,0,0,1,1
3L@4822523@-,Type I,9.292224,8.952446,1,1,1,0,0,0,0,0,0,0,1,1
3L@4822802@-,Type I,10.11052,7.0570235,1,1,1,0,0,0,0,0,0,0,1,1
3L@4822817@-,Type I,10.651084,7.0048437,1,0,1,0,0,0,0,0,0,0,1,1
3L@4822818@-,Type I,6.4519897,6.8145256,0,0,1,0,0,0,0,0,0,0,1,1
3L@4823746@-,Type I,10.590238,7.681372,1,1,1,0,0,0,0,0,0,0,1,1
3L@4826622@+,Type I,6.119838,8.390264,0,0,0,1,1,0,0,0,0,0,1,1
3L@4891740@+,Type II,4.6030407,8.620212,0,0,0,1,1,1,1,1,1,1,0,0
3L@5128981@-,Type II,4.0528107,8.551211,0,0,0,1,1,1,1,1,1,1,0,0
3L@5137677@-,Type I,9.336106,7.335951,1,1,1,0,0,0,0,0,0,0,1,1
3L@5139567@+,Type I,7.4609957,8.772171,0,1,0,1,0,0,0,0,0,0,1,1
3L@5140020@+,Type I,8.413608,8.757078,1,1,0,0,0,0,0,0,0,0,1,1
3L@5140940@+,Type I,10.355912,7.6278877,1,1,1,0,0,0,0,0,0,0,1,1
3L@5141704@+,Type I,7.145298,9.8315935,0,1,0,1,1,0,0,0,0,0,1,1
3L@5142874@+,Type II,4.050062,8.35781,0,0,0,1,1,1,1,1,1,1,0,0
3L@5143656@-,Type I,10.476086,8.357471,1,1,1,0,0,0,0,0,0,0,1,1
3L@5144397@-,Type I,6.63224,9.73314,0,0,0,1,1,0,0,0,0,0,1,1
3L@5146497@+,Type I,10.548512,7.394131,1,1,1,0,0,0,0,0,0,0,1,1
3L@5337490@-,Type I,8.007497,6.80597,1,0,1,0,0,0,0,0,0,0,1,1
3L@5337742@-,Type I,7.267357,6.2384853,1,0,1,0,0,0,0,0,0,0,1,1
3L@5338766@-,Type I,7.1751146,7.7323594,0,0,0,0,0,0,0,0,0,0,1,1
3L@5352332@-,Type I,8.129362,9.927662,0,1,0,1,0,0,0,0,0,0,1,1
3L@5353509@+,Type I,8.011342,8.811373,1,1,0,1,0,0,0,0,0,0,1,1
3L@5360164@+,Type I,7.6665273,8.571091,0,1,0,1,0,0,0,0,0,0,1,1
3L@5360841@-,Type I,6.335039,9.575086,0,0,0,1,1,0,0,0,0,0,1,1
3L@5528262@-,Type I,5.984745,7.728363,0,0,0,1,1,0,0,0,0,0,1,1
3L@5557702@+,Type I,7.976477,6.8017073,1,0,1,0,0,0,0,0,0,0,1,1
3L@5577216@+,Type I,7.122805,6.7028384,1,0,1,0,0,0,0,0,0,0,1,1
3L@5577361@+,Type I,6.6256695,8.427145,0,0,0,1,1,0,0,0,0,0,1,1
3L@5577407@+,Type II,4.0861983,8.392003,0,0,0,1,1,1,1,1,1,1,0,0
3L@5600770@-,Type I,9.60851,8.973963,1,1,1,0,0,0,0,0,0,0,1,1
3L@5600994@-,Type II,3.6443748,8.848855,0,0,0,1,1,1,1,1,1,1,0,0
3L@5654738@-,Type I,6.2988057,8.808317,0,0,0,1,1,0,0,0,0,0,1,1
3L@569680@+,Type I,8.461675,6.7484517,1,0,1,0,0,0,0,0,0,0,1,1
3L@570004@+,Type I,9.865046,7.765071,1,1,1,0,0,0,0,0,0,0,1,1
3L@573164@+,Type II,4.079995,8.976947,0,0,0,1,1,1,1,1,1,1,0,0
3L@574500@+,Type I,7.358928,9.75077,0,1,0,1,1,0,0,0,0,0,1,1
3L@5753967@+,Type I,10.126736,8.488755,1,1,1,0,0,0,0,0,0,0,1,1
3L@5759806@+,Type I,7.407578,9.880644,0,1,0,1,1,0,0,0,0,0,1,1
3L@5762527@+,Type I,7.018867,9.923332,0,1,0,1,1,0,0,0,0,0,1,1
3L@5765093@+,Type I,7.545609,6.947607,1,0,1,0,0,0,0,0,0,0,1,1
3L@5766143@+,Type I,9.195137,7.2616296,1,1,1,0,0,0,0,0,0,0,1,1
3L@5766901@+,Type I,6.87373,9.555761,0,0,0,1,1,0,0,0,0,0,1,1
3L@5767112@+,Type I,7.3071165,6.824646,1,0,1,0,0,0,0,0,0,0,1,1
3L@5771817@-,Type II,3.6806424,8.345906,0,0,0,1,1,1,1,1,1,1,0,0
3L@5772482@-,Type I,8.73505,7.533926,1,1,1,0,0,0,0,0,0,0,1,1
3L@5785829@-,Type I,4.549219,8.615798,0,0,0,1,1,1,1,1,1,1,0,0
3L@5786293@-,Type I,6.187595,7.6222825,0,0,0,1,1,0,0,0,0,0,1,1
3L@5805060@+,Type I,7.5636573,7.1651416,1,0,1,0,0,0,0,0,0,0,1,1
3L@5865404@+,Type I,8.172493,10.138866,0,1,0,1,0,0,0,0,0,0,1,1
3L@5868031@+,Type I,6.3827214,8.282487,0,0,0,1,1,0,0,0,0,0,1,1
3L@5893481@+,Type II,3.8828504,8.680082,0,0,0,1,1,1,1,1,1,1,0,0
3L@5895179@-,Type I,8.008648,6.4737573,1,0,1,0,0,0,0,0,0,0,1,1
3L@5921999@+,Type I,7.3977156,6.79378,1,0,1,0,0,0,0,0,0,0,1,1
3L@5924987@-,Type I,6.6959324,7.5085754,0,0,0,1,1,0,0,0,0,0,1,1
3L@5925037@-,Type I,10.187864,8.525077,1,1,1,0,0,0,0,0,0,0,1,1
3L@5968865@-,Type I,9.378038,6.5917335,1,0,1,0,0,0,0,0,0,0,1,1
3L@598094@+,Type I,9.192921,7.5847516,1,1,1,0,0,0,0,0,0,0,1,1
3L@6066943@-,Type I,8.516084,9.923051,1,1,0,1,0,0,0,0,0,0,1,1
3L@6066944@-,Type I,8.890336,6.125247,1,0,1,0,0,0,0,0,0,0,1,1
3L@6067927@-,Type I,8.118395,8.528024,1,1,0,0,0,0,0,0,0,0,1,1
3L@6087174@-,Type I,6.612919,8.7795315,0,0,0,1,1,0,0,0,0,0,1,1
3L@6136699@+,Type I,7.063358,5.933186,1,0,1,0,0,0,0,0,0,0,1,1
3L@6163267@-,Type I,9.669895,6.996025,1,1,1,0,0,0,0,0,0,0,1,1
3L@6164176@-,Type I,9.15267,6.938338,1,1,1,0,0,0,0,0,0,0,1,1
3L@6170796@+,Type I,6.401339,6.5813437,0,0,1,0,0,0,0,0,0,0,1,1
3L@6172387@-,Type I,10.551834,8.170275,1,1,1,0,0,0,0,0,0,0,1,1
3L@6172632@-,Type I,7.293259,5.702904,1,0,1,0,0,0,0,0,0,0,1,1
3L@6174657@-,Type I,6.646235,9.136533,0,0,0,1,1,0,0,0,0,0,1,1
3L@6176902@-,Type I,7.01149,8.611337,0,0,0,1,1,0,0,0,0,0,1,1
3L@6179914@-,Type I,5.985314,7.046241,0,0,0,0,1,0,0,0,0,0,1,1
3L@6181923@-,Type I,6.020185,8.522577,0,0,0,1,1,0,0,0,0,0,1,1
3L@6187723@+,Type I,6.920795,7.32584,0,0,1,0,0,0,0,0,0,0,1,1
3L@6188473@+,Type I,8.338946,6.456269,1,0,1,0,0,0,0,0,0,0,1,1
3L@6188868@+,Type I,7.2464705,9.686485,0,1,0,1,1,0,0,0,0,0,1,1
3L@6239956@-,Type I,6.3408737,8.453137,0,0,0,1,1,0,0,0,0,0,1,1
3L@6482716@+,Type I,8.384529,7.241431,1,0,1,0,0,0,0,0,0,0,1,1
3L@6483148@+,Type I,9.215062,9.009336,1,1,1,0,0,0,0,0,0,0,1,1
3L@6483149@+,Type I,5.0783596,7.831808,0,0,0,1,1,1,0,0,-1,-1,-1,0
3L@6485983@-,Type I,7.8269296,9.896656,0,1,0,1,1,0,0,0,0,0,1,1
3L@648971@+,Type I,10.184484,7.6195974,1,1,1,0,0,0,0,0,0,0,1,1
3L@650393@+,Type I,9.560141,8.558973,1,1,1,0,0,0,0,0,0,0,1,1
3L@6539115@+,Type I,10.387215,8.351924,1,1,1,0,0,0,0,0,0,0,1,1
3L@655744@+,Type I,9.7290125,7.460961,1,1,1,0,0,0,0,0,0,0,1,1
3L@6598879@-,Type I,6.476969,8.099354,0,0,0,1,1,0,0,0,0,0,1,1
3L@6599711@+,Type I,7.808016,10.115226,0,1,0,1,1,0,0,0,0,0,1,1
